Repositories,,,,,,Classification,,,Xtext files,,,,,,,Ecore files,,,,MWE2 files,,,Textual Instances,,,
Owner Login,Repository Name,Repository URL,#Forks,#Stars,Timespan (Days),Type,Language type,Retrofitting,Exist?,Count,Aver. Commit,Timespan (Days),Proportion (%),Changed Row Count,Changed Rule Count,Exist?,Count,Aver. Commit,scenario,Exist?,Count,Aver. Commit,Exist?,Count,Aver. Commit,Comment
svenefftinge,homeautomation-example,https://github.com/svenefftinge/homeautomation-example,0,2,345,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
kainzpat14,xtext-plsql,https://github.com/kainzpat14/xtext-plsql,0,1,92,Language,PL/SQL,YES,YES,1,9,92,100,251,69,YES,1,8,grammar-driven,YES,1,2,NO,0,0,
janesser,frege-xtext,https://github.com/janesser/frege-xtext,0,2,56,Language,Frege,YES,YES,1,3,56,100,148,-5,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
szarnekow,org.eclipse.e4.xcss,https://github.com/szarnekow/org.eclipse.e4.xcss,0,3,0,Language,E4 Workbench Styling,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
LorenzoBettini,xtext-scoping,https://github.com/LorenzoBettini/xtext-scoping,1,2,226,Training/Examples,,,YES,1,3,0,0,12,2,YES,1,3,metamodel-driven,YES,1,1,NO,0,0,
JanKoehnlein,ESE-2010-Tutorial,https://github.com/JanKoehnlein/ESE-2010-Tutorial,0,4,8,Training/Examples,,,YES,1,9,8,100,0,1,YES,1,2,metamodel-driven,YES,1,4,NO,0,0,
spoenemann,xtext-orion,https://github.com/spoenemann/xtext-orion,0,2,0,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
ryanignatius,CheckerDSL,https://github.com/ryanignatius/CheckerDSL,0,1,97,Language,Checker,,YES,2,7,97,100,33,6.5,YES,1,9,grammar-driven,YES,1,1,YES,8,3.25,
trichterwolke,init,https://github.com/trichterwolke/init,0,0,105,Language,database-centric aplications,,YES,1,8,97,92.38,9,1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
erlide,erlide_xtext,https://github.com/erlide/erlide_xtext,1,2,1795,Experimental/Personal,,,YES,2,19.5,207,11.53,56.5,10,YES,2,17,metamodel-driven,YES,1,5,YES,6,1,
cdietrich,xtext-forum-support-example,https://github.com/cdietrich/xtext-forum-support-example,0,2,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ESIR2Compilation,Langage-WHILE,https://github.com/ESIR2Compilation/Langage-WHILE,0,2,74,Experimental/Personal,,,YES,1,9,36,48.65,48,-20,YES,1,10,grammar-driven,YES,1,1,YES,12,1.25,
mattsse,xtext-fipa-acl,https://github.com/mattsse/xtext-fipa-acl,0,0,117,Language,FIPA ACL,YES,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
Sofiane-13,tutorialXtextSirius,https://github.com/Sofiane-13/tutorialXtextSirius,0,2,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
eclipse-soc,amalgamation-examples,https://github.com/eclipse-soc/amalgamation-examples,1,3,59,Training/Examples,,,YES,1,23,59,100,1224,134,YES,2,1.5,metamodel-driven,YES,2,7,YES,7,2.57,
dvdkruk,xtext-xsd-resourceprovider,https://github.com/dvdkruk/xtext-xsd-resourceprovider,0,2,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
kyberszittya,simple-ros-code-generator,https://github.com/kyberszittya/simple-ros-code-generator,0,0,117,Language,ROS Interfaces,,YES,2,4.5,116,99.15,38,7,YES,2,5,metamodel-driven,YES,1,2,YES,4,2.25,
JanKoehnlein,Xtext-Syntax-View,https://github.com/JanKoehnlein/Xtext-Syntax-View,0,2,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
planger,xtext-uml-experiment,https://github.com/planger/xtext-uml-experiment,0,2,4,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
raglu,ExternalDSL-xtext,https://github.com/raglu/ExternalDSL-xtext,0,0,118,Language,Text-based game,,YES,1,16,118,100,-53,-2,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
uppaal-emf,uppaal-xtext,https://github.com/uppaal-emf/uppaal-xtext,0,0,119,Language,Uppaal,YES,YES,1,3,109,91.6,12,11,NO,0,0,grammar-driven,YES,1,2,YES,10,1.6,
drnappalm,xtext,https://github.com/drnappalm/xtext,0,0,24,Experimental/Personal,,,YES,7,1,24,100,0,0,YES,2,1,grammar-driven,YES,4,1,YES,5,1.4,
svenefftinge,Xtext-Workshop-Runtime-Workspace,https://github.com/svenefftinge/Xtext-Workshop-Runtime-Workspace,1,2,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,YES,1,1,YES,10,1,
martijndwars,XtextXT,https://github.com/martijndwars/XtextXT,0,0,58,Unrelated,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
nahni,xtextTessla,https://github.com/nahni/xtextTessla,0,0,0,Experimental/Personal,,,YES,2,1.5,0,0,-0.5,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
baidty,xtextLearning,https://github.com/baidty/xtextLearning,0,0,2,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
MoayadHn,XtextBDI,https://github.com/MoayadHn/XtextBDI,0,0,18,Experimental/Personal,,,YES,2,2,18,100,12,0,YES,1,2,grammar-driven,YES,2,1,NO,0,0,
fzalila,XtextExperiments,https://github.com/fzalila/XtextExperiments,0,0,1172,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
Girish-Venkatesh,XTextSelenium,https://github.com/Girish-Venkatesh/XTextSelenium,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
Vinayakatk,xtextScopes,https://github.com/Vinayakatk/xtextScopes,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
01Lizard10,XTextUML,https://github.com/01Lizard10/XTextUML,0,0,376,Training/Examples,,,YES,1,8,375,99.73,127,29,YES,1,1,grammar-driven,YES,1,2,YES,1,1,
Salome-Maro,XtextUtils,https://github.com/Salome-Maro/XtextUtils,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
robertovillarejo,kukulkan-grammar,https://github.com/robertovillarejo/kukulkan-grammar,0,0,121,Language,Domain Modeling,,YES,1,7,115,95.04,32,3,YES,1,4,grammar-driven,YES,1,3,NO,0,0,
mraminella,xtextTests,https://github.com/mraminella/xtextTests,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Alma2015RSABSAWA,XtextLangage,https://github.com/Alma2015RSABSAWA/XtextLangage,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
myorb,XTextParser,https://github.com/myorb/XTextParser,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Jhinnn,XTextView,https://github.com/Jhinnn/XTextView,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
kathisai,xtextSample,https://github.com/kathisai/xtextSample,0,0,1,Training/Examples,,,YES,2,2,1,100,14,4,YES,1,2,grammar-driven,YES,2,1,NO,0,0,
huibo-shi,XtextExamples,https://github.com/huibo-shi/XtextExamples,0,1,10,Experimental/Personal,,,YES,4,1,0,0,0,0,YES,2,2,grammar-driven,YES,6,1.67,NO,0,0,
osamu-k,XTextStudy,https://github.com/osamu-k/XTextStudy,0,0,0,Training/Examples,,,YES,2,1,0,0,0,0,YES,1,1,grammar-driven,YES,2,1,NO,0,0,
Treehopper,XTextTemplate,https://github.com/Treehopper/XTextTemplate,0,0,479,Training/Examples,,,YES,1,5,0,0,-3,-1,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
seba111,Xtext1,https://github.com/seba111/Xtext1,0,0,72,Experimental/Personal,,,YES,1,5,25,34.72,-4,2,YES,1,5,metamodel-driven,YES,1,1,NO,0,0,
shinesamjacob,XtextExample,https://github.com/shinesamjacob/XtextExample,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
ajperalt,xtext,https://github.com/ajperalt/xtext,0,1,2,Experimental/Personal,,,YES,6,4,2,100,33.33,5.67,YES,5,2.6,metamodel-driven,YES,6,1,NO,0,0,
schakko,xtext-plugin-with-maven-tycho,https://github.com/schakko/xtext-plugin-with-maven-tycho,1,2,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
colameo,xtext4roo,https://github.com/colameo/xtext4roo,0,0,3047,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,2,NO,0,0,
vinpereira,XtextToXMI,https://github.com/vinpereira/XtextToXMI,0,1,0,Training/Examples,,,YES,4,1,0,0,0,0,YES,2,1,grammar-driven,YES,4,1,NO,0,0,
JanKoehnlein,XtextCon2014,https://github.com/JanKoehnlein/XtextCon2014,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
bink81,xtext-test,https://github.com/bink81/xtext-test,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xtext42,xtext42-coding,https://github.com/xtext42/xtext42-coding,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
borisbrodski,XtextBug437519,https://github.com/borisbrodski/XtextBug437519,0,0,0,Experimental/Personal,,,YES,1,2,0,0,1,0,YES,1,2,grammar-driven,YES,1,1,NO,0,0,
hypery2k,xText,https://github.com/hypery2k/xText,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
borisbrodski,XtextBug453268,https://github.com/borisbrodski/XtextBug453268,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
Samirez,DSLs,https://github.com/Samirez/DSLs,0,0,127,Training/Examples,,,YES,8,1,0,0,0,0,YES,4,1,grammar-driven,YES,8,1,NO,0,0,
superxlx,XTextViewDemo,https://github.com/superxlx/XTextViewDemo,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
johnBened,XtextMyDSLExample,https://github.com/johnBened/XtextMyDSLExample,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
philiber92,XtextTestRepository,https://github.com/philiber92/XtextTestRepository,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
fabienfleureau,XtextAtStackoverflow,https://github.com/fabienfleureau/XtextAtStackoverflow,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
yunxiaocloud,XTextFieldLimtDemo,https://github.com/yunxiaocloud/XTextFieldLimtDemo,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
eclipse,xtext-gradle,https://github.com/eclipse/xtext-gradle,1,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Mensmec,THESIS_XTEXT,https://github.com/Mensmec/THESIS_XTEXT,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
MacJariel,sandbox-dsl,https://github.com/MacJariel/sandbox-dsl,0,3,48,Experimental/Personal,,,YES,1,3,48,100,79,17,YES,1,1,metamodel-driven,YES,1,1,YES,1,1,
chetanladdha,XtextFormatingHoverSample,https://github.com/chetanladdha/XtextFormatingHoverSample,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ainslec,XTextCustomLexerExample,https://github.com/ainslec/XTextCustomLexerExample,1,0,345,Training/Examples,,,YES,1,2,3,0.87,0,0,YES,1,1,metamodel-driven,YES,1,3,NO,0,0,
hem28,DSL_Xtext2.3,https://github.com/hem28/DSL_Xtext2.3,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
HBuender,XtextAndSiriusIntegration,https://github.com/HBuender/XtextAndSiriusIntegration,0,1,9,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,2,1,
meysholdt,EclipseCon2014_XtextTutorial,https://github.com/meysholdt/EclipseCon2014_XtextTutorial,1,0,44,Training/Examples,,,YES,4,1.25,3,6.82,0,0,YES,1,2,grammar-driven,YES,1,3,YES,3,1.33,
jaimedelgado,Xtext,https://github.com/jaimedelgado/Xtext,0,1,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
chris125964,xtext,https://github.com/chris125964/xtext,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
bujosa,smart-dsl,https://github.com/bujosa/smart-dsl,1,2,133,Language,Blockchain,,YES,2,11,37,27.82,14,1,YES,2,11.5,Both,YES,2,1,YES,8,3.38,
martijndwars,Xtext,https://github.com/martijndwars/Xtext,0,0,115,Training/Examples,,,YES,15,1,40,34.78,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
ozkandemir,XText,https://github.com/ozkandemir/XText,0,0,5,Experimental/Personal,,,YES,2,3,5,100,4,0,YES,1,4,grammar-driven,YES,2,1,NO,0,0,
johnahfong,xtext,https://github.com/johnahfong/xtext,0,0,0,Experimental/Personal,,,YES,5,1.4,0,0,0,0,YES,3,1,grammar-driven,YES,5,1,NO,0,0,
Mensmec,Xtext,https://github.com/Mensmec/Xtext,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
pellcorp,xtext,https://github.com/pellcorp/xtext,0,0,98,Experimental/Personal,,,YES,1,4,98,100,16,3,YES,1,3,grammar-driven,YES,1,2,YES,1,4,
Tutti91,Xtext,https://github.com/Tutti91/Xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
ANCIT,xtext-examples,https://github.com/ANCIT/xtext-examples,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,1,1,NO,0,0,
DECENTSoftwareAssessment,dag.m1x,https://github.com/DECENTSoftwareAssessment/dag.m1x,0,0,25,Experimental/Personal,,,YES,1,2,20,80,0,0,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
rmemory,xtext,https://github.com/rmemory/xtext,1,0,13,Training/Examples,,,YES,3,2.33,12,92.31,7.33,1.33,YES,4,2.75,Both,YES,3,1.67,YES,1,1,
deb-sandeep,com.sandy.xtext.jovenotes.tests,https://github.com/deb-sandeep/com.sandy.xtext.jovenotes.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
yasuohosotani,Xtext,https://github.com/yasuohosotani/Xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
Nika24,Xtext,https://github.com/Nika24/Xtext,0,0,0,Experimental/Personal,,,YES,4,1,0,0,0,0,YES,1,1,grammar-driven,YES,4,1,NO,0,0,
BenediktNiehues,de.nie.fin,https://github.com/BenediktNiehues/de.nie.fin,0,0,4,Experimental/Personal,,,YES,2,2.5,4,100,18,1.5,YES,2,2.5,metamodel-driven,YES,2,1.5,NO,0,0,
AlexElvers,XText,https://github.com/AlexElvers/XText,1,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
lakzso,xtext,https://github.com/lakzso/xtext,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
seba111,Xtext,https://github.com/seba111/Xtext,0,0,58,Experimental/Personal,,,YES,1,3,58,100,7,2,YES,1,3,metamodel-driven,YES,1,1,NO,0,0,
MacJariel,xtext,https://github.com/MacJariel/xtext,0,1,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,2,1,YES,1,1,
tmtron,xtext.15minTutorial,https://github.com/tmtron/xtext.15minTutorial,0,1,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
blewis13,Boxes,https://github.com/blewis13/Boxes,0,0,7,Experimental/Personal,,,YES,1,2,7,100,0,0,YES,1,2,metamodel-driven,YES,1,2,NO,0,0,
DECENTSoftwareAssessment,famix.m3x,https://github.com/DECENTSoftwareAssessment/famix.m3x,0,0,432,Experimental/Personal,,,YES,1,10,432,100,213,38,NO,0,0,grammar-driven,YES,1,3,NO,0,0,
dslmeinte,SimScript,https://github.com/dslmeinte/SimScript,1,2,1557,Language,Application development,,YES,6,5.33,1225,78.68,-4.67,4,NO,0,0,grammar-driven,YES,6,3.17,YES,9,1,
webdaford,aqleditor,https://github.com/webdaford/aqleditor,0,0,0,Language,AQL,YES,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
goldschmiede,2012-02-03_dsls_mit_xtext,https://github.com/goldschmiede/2012-02-03_dsls_mit_xtext,0,0,0,Training/Examples,,,YES,4,1,0,0,0,0,YES,4,1,metamodel-driven,YES,8,1,NO,0,0,
kthoms,org.eclipse.xtext.example.domainmodel,https://github.com/kthoms/org.eclipse.xtext.example.domainmodel,0,1,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
Reitzner,xtextmaven,https://github.com/Reitzner/xtextmaven,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,1,
hectorsun,xtextonboost,https://github.com/hectorsun/xtextonboost,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
duck2,xtextbg,https://github.com/duck2/xtextbg,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
Xpitfire,xtext-dnn,https://github.com/Xpitfire/xtext-dnn,5,14,136,Language,Deep learning,,YES,1,12,14,10.29,45,7,NO,0,0,grammar-driven,YES,1,4,YES,2,8.5,
ceefour,glproto,https://github.com/ceefour/glproto,0,2,11,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,metamodel-driven,YES,2,1.5,YES,1,1,
DECENTSoftwareAssessment,dag.m1x.tests,https://github.com/DECENTSoftwareAssessment/dag.m1x.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
jcabot,WordPress-Plugin-DSL,https://github.com/jcabot/WordPress-Plugin-DSL,0,4,139,Language,Software plugins,,YES,1,13,137,98.56,60,16,NO,0,0,grammar-driven,YES,1,2,YES,1,2,
davidmpaz,php.ware.web.ui,https://github.com/davidmpaz/php.ware.web.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
DanielWeber,xtextext,https://github.com/DanielWeber/xtextext,0,1,0,Training/Examples,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
fzalila,xtextfsm,https://github.com/fzalila/xtextfsm,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,1,2,
DECENTSoftwareAssessment,dag.m1x.sdk,https://github.com/DECENTSoftwareAssessment/dag.m1x.sdk,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
jgoppert,xmodelica,https://github.com/jgoppert/xmodelica,0,1,5,Language,Modelica,YES,YES,1,5,5,100,518,95,YES,1,6,grammar-driven,YES,1,1,NO,0,0,
Vinayakatk,xtextgeneratetest,https://github.com/Vinayakatk/xtextgeneratetest,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
stefano-bragaglia,Kinect-ECE-XText,https://github.com/stefano-bragaglia/Kinect-ECE-XText,0,0,139,Language,Physiotherapy exercises,,YES,2,21,132,94.96,-2,10,YES,1,15,grammar-driven,YES,2,5,NO,0,0,
DECENTSoftwareAssessment,dag.m1x.ui,https://github.com/DECENTSoftwareAssessment/dag.m1x.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
viatra,viatra-evm-xtext,https://github.com/viatra/viatra-evm-xtext,0,0,33,Infrastructure,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,YES,2,1,
Cosimo5lli,assertx-swing,https://github.com/Cosimo5lli/assertx-swing,0,0,142,Language,Testing,,YES,1,6,62,43.66,44,8,YES,1,5,grammar-driven,YES,1,3,NO,0,0,
atb,pt.isep.dsl.puml,https://github.com/atb/pt.isep.dsl.puml,0,3,143,Language,UML,YES,YES,2,1.5,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
benzait27,Xtext.Promo,https://github.com/benzait27/Xtext.Promo,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
malakeel,myDsl,https://github.com/malakeel/myDsl,0,0,31,Experimental/Personal,,,YES,2,4,31,100,1,1.5,YES,1,7,grammar-driven,YES,1,2,NO,0,0,
npalix,org.eclipse.xtext.example.arithmetics,https://github.com/npalix/org.eclipse.xtext.example.arithmetics,0,0,348,Training/Examples,,,YES,1,2,348,100,1,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
sormgabriel,textual_verduler,https://github.com/sormgabriel/textual_verduler,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
ekowahyudi,examplextext,https://github.com/ekowahyudi/examplextext,0,0,0,Unrelated,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
DECENTSoftwareAssessment,famix.m3x.ui,https://github.com/DECENTSoftwareAssessment/famix.m3x.ui,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
nakul02,sialx-xtext-ide,https://github.com/nakul02/sialx-xtext-ide,0,0,0,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
kduske-n4,DomainModel,https://github.com/kduske-n4/DomainModel,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
Infoly,SmallJava,https://github.com/Infoly/SmallJava,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
inakuhn,de.htwg.mdse.setgame.entities.parent,https://github.com/inakuhn/de.htwg.mdse.setgame.entities.parent,0,0,2,Experimental/Personal,,,YES,1,7,2,100,9,2,YES,1,5,grammar-driven,YES,1,1,NO,0,0,
merks,Xcore,https://github.com/merks/Xcore,5,31,175,Language,Meta-Modeling,,YES,1,12,87,49.71,43,1,YES,1,5,metamodel-driven,YES,1,8,YES,37,1.81,
DECENTSoftwareAssessment,famix.m3x.tests,https://github.com/DECENTSoftwareAssessment/famix.m3x.tests,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
SciSpike,yaktor-dsl-xtext,https://github.com/SciSpike/yaktor-dsl-xtext,2,1,180,Language,Distributed Web Applications,,YES,2,8.5,132,73.33,6.5,2,YES,6,1.67,metamodel-driven,YES,2,3,YES,5,3.2,
meysholdt,xtext_examples,https://github.com/meysholdt/xtext_examples,0,0,447,Training/Examples,,,YES,26,1,447,100,0,0,NO,0,0,grammar-driven,YES,28,1,NO,0,0,
manuelleduc,xtext-lib,https://github.com/manuelleduc/xtext-lib,0,0,0,Infrastructure,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
xarvey,atom-xtext-package,https://github.com/xarvey/atom-xtext-package,1,1,501,Infrastructure,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,3,YES,1,8,
LolloCorte,bpel-xtext,https://github.com/LolloCorte/bpel-xtext,0,0,0,Experimental/Personal,,,YES,3,1,0,0,0,0,YES,4,1,metamodel-driven,YES,3,1,NO,0,0,
sciolizer,xtext-sandbox,https://github.com/sciolizer/xtext-sandbox,0,0,0,Experimental/Personal,,,YES,1,3,0,0,29,8,YES,1,1,grammar-driven,YES,1,1,NO,0,0,
denschu,xtext-whitespace,https://github.com/denschu/xtext-whitespace,0,1,7,Experimental/Personal,,,YES,1,7,7,100,-2,-2,NO,0,0,grammar-driven,YES,1,2,NO,0,0,
pablitar,claseXtext,https://github.com/pablitar/claseXtext,1,0,238,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,2,1,metamodel-driven,YES,4,1,YES,1,1,
DECENTSoftwareAssessment,famix.m3x.sdk,https://github.com/DECENTSoftwareAssessment/famix.m3x.sdk,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
tdegueul,xtext-composition,https://github.com/tdegueul/xtext-composition,0,0,0,Experimental/Personal,,,YES,2,1,0,0,0,0,YES,2,1,grammar-driven,YES,2,1,YES,2,1.5,
danieldietrich,xtext-javatools,https://github.com/danieldietrich/xtext-javatools,0,0,0,Training/Examples,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,YES,1,1,
Hellmy,plantuml-eclipse-xtext,https://github.com/Hellmy/plantuml-eclipse-xtext,2,7,183,Language,PlantUML,YES,YES,1,3,183,100,95,1,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
efuentesp,codebuilder-xtext,https://github.com/efuentesp/codebuilder-xtext,0,0,2,Experimental/Personal,,,YES,1,1,0,0,0,0,NO,0,0,grammar-driven,YES,1,1,NO,0,0,
zrrk,xtext-utils,https://github.com/zrrk/xtext-utils,0,0,0,Experimental/Personal,,,NO,0,0,0,0,0,0,NO,0,0,not applicable,NO,0,0,NO,0,0,
juli1,xtext-debug,https://github.com/juli1/xtext-debug,0,0,31,Experimental/Personal,,,YES,2,2,31,100,1,0,YES,2,1.5,grammar-driven,YES,2,1,NO,0,0,
nbhusare,Xtext-sandbox,https://github.com/nbhusare/Xtext-sandbox,0,0,2040,Experimental/Personal,,,YES,8,1,680,33.33,0,0,YES,4,1,grammar-driven,YES,8,1,YES,3,1,
jachinte,xtext-grammars,https://github.com/jachinte/xtext-grammars,0,1,0,Training/Examples,,,YES,1,2,0,0,8,7,NO,0,0,grammar-driven,NO,0,0,NO,0,0,
susieagerholm,XTEXT_EXAMPLE,https://github.com/susieagerholm/XTEXT_EXAMPLE,0,0,30,Training/Examples,,,YES,6,1.17,26,86.67,5,0.67,YES,6,1,grammar-driven,YES,6,1,NO,0,0,
